miRNA,Target,Sum
hsa-miR-1-3p,YWHAZ,3
hsa-miR-1-3p,ZNF264,2
hsa-miR-1-3p,ZNF384,2
hsa-miR-1-3p,ZNF622,2
hsa-miR-140-3p,ATP6AP2,2
hsa-miR-140-3p,CD38,2
hsa-miR-140-3p,KSR1,2
hsa-miR-140-3p,NRIP1,2
hsa-miR-140-5p,ADA,2
hsa-miR-140-5p,ALDH1A1,2
hsa-miR-140-5p,C15orf29,2
hsa-miR-140-5p,CAMK2N1,2
hsa-miR-140-5p,CSK,2
hsa-miR-140-5p,DNMT1,4
hsa-miR-140-5p,EGR2,3
hsa-miR-140-5p,FGF2,2
hsa-miR-140-5p,FZD6,3
hsa-miR-140-5p,GPR107,2
hsa-miR-140-5p,HDAC4,4
hsa-miR-140-5p,HDAC7,2
hsa-miR-140-5p,IGF1R,3
hsa-miR-140-5p,IGFBP5,2
hsa-miR-140-5p,LAMC1,2
hsa-miR-140-5p,MMD,2
hsa-miR-140-5p,MMP13,3
hsa-miR-140-5p,MRPS10,2
hsa-miR-140-5p,MYO6,2
hsa-miR-140-5p,PAX6,2
hsa-miR-140-5p,PDGFRA,3
hsa-miR-140-5p,PHACTR2,2
hsa-miR-140-5p,PIN1,3
hsa-miR-140-5p,PRDM1,2
hsa-miR-140-5p,RALA,3
hsa-miR-140-5p,RIOK3,2
hsa-miR-140-5p,SNX16,2
hsa-miR-140-5p,SOX9,2
hsa-miR-140-5p,STAT1,2
hsa-miR-140-5p,STRADB,2
hsa-miR-140-5p,VEGFA,2
hsa-miR-141-3p,ACVR2B,2
hsa-miR-141-3p,BAP1,3
hsa-miR-141-3p,BRD3,4
hsa-miR-141-3p,CDC25A,2
hsa-miR-141-3p,CDC25C,2
hsa-miR-141-3p,CDYL,2
hsa-miR-141-3p,CLOCK,4
hsa-miR-141-3p,CTBP2,2
hsa-miR-141-3p,DLX5,2
hsa-miR-141-3p,E2F3,3
hsa-miR-141-3p,EIF4E,4
hsa-miR-141-3p,ELMO2,2
hsa-miR-141-3p,ERBB2IP,2
hsa-miR-141-3p,HDGF,3
hsa-miR-141-3p,HNRNPD,2
hsa-miR-141-3p,KEAP1,4
hsa-miR-141-3p,KLF12,3
hsa-miR-141-3p,KLF5,2
hsa-miR-141-3p,KLHL20,2
hsa-miR-141-3p,MAP4K4,3
hsa-miR-141-3p,MAPK14,4
hsa-miR-141-3p,PHLPP1,2
hsa-miR-141-3p,PHLPP2,2
hsa-miR-141-3p,PPARA,3
hsa-miR-141-3p,PTEN,4
hsa-miR-141-3p,PTPRD,2
hsa-miR-141-3p,SFPQ,3
hsa-miR-141-3p,STAT4,3
hsa-miR-141-3p,STAT5A,2
hsa-miR-141-3p,STK3,2
hsa-miR-141-3p,STXBP2,2
hsa-miR-141-3p,TAZ,4
hsa-miR-141-3p,TGFB2,3
hsa-miR-141-3p,TIAM1,3
hsa-miR-141-3p,TM4SF1,3
hsa-miR-141-3p,TRAPPC2P1,2
hsa-miR-141-3p,UBAP1,3
hsa-miR-141-3p,WDR37,2
hsa-miR-141-3p,YAP1,2
hsa-miR-141-3p,YWHAG,3
hsa-miR-141-3p,ZEB1,4
hsa-miR-141-3p,ZEB2,4
hsa-miR-141-3p,ZFPM2,3
hsa-miR-141-5p,TNFAIP3,2
hsa-miR-142-3p,ABCG2,2
hsa-miR-142-3p,APC,2
hsa-miR-142-3p,ARL15,2
hsa-miR-142-3p,Arntl,5
hsa-miR-142-3p,ATP2A2,2
hsa-miR-142-3p,BOD1,2
hsa-miR-142-3p,C18orf25,2
hsa-miR-142-3p,C1orf9,3
hsa-miR-142-3p,C9orf72,2
hsa-miR-142-3p,CCDC6,2
hsa-miR-142-3p,CCNT2,3
hsa-miR-142-3p,CLIC4,2
hsa-miR-142-3p,EGR2,3
hsa-miR-142-3p,HECTD1,3
hsa-miR-142-3p,HMGA1,4
hsa-miR-142-3p,HMGB1,3
hsa-miR-142-3p,HMGB1,4
hsa-miR-142-3p,HSPA1B,3
hsa-miR-142-3p,IL1A,2
hsa-miR-142-3p,IL6,2
hsa-miR-142-3p,ITGAV,2
hsa-miR-142-3p,KAT2B,2
hsa-miR-142-3p,KIAA1191,2
hsa-miR-142-3p,LGR5,2
hsa-miR-142-3p,LRRC32,3
hsa-miR-142-3p,MGLL,3
hsa-miR-142-3p,MORF4L1,2
hsa-miR-142-3p,MORF4L2,2
hsa-miR-142-3p,PROM1,2
hsa-miR-142-3p,PSMB5,2
hsa-miR-142-3p,PSTK,2
hsa-miR-142-3p,PTPN23,3
hsa-miR-142-3p,RAB2A,3
hsa-miR-142-3p,RAC1,4
hsa-miR-142-3p,ROCK2,4
hsa-miR-142-3p,SECISBP2,2
hsa-miR-142-3p,SLC35F5,2
hsa-miR-142-3p,SLC37A3,2
hsa-miR-142-3p,TAB2,3
hsa-miR-142-3p,TGFBR1,5
hsa-miR-142-3p,TIPARP,2
hsa-miR-142-3p,TWF1,3
hsa-miR-142-3p,USP6NL,3
hsa-miR-142-3p,WASL,2
hsa-miR-142-3p,WASL,3
hsa-miR-142-3p,ZCCHC14,2
hsa-miR-142-5p,CLDN1,2
hsa-miR-142-5p,Hif1a,2
hsa-miR-142-5p,PEX2,2
hsa-miR-142-5p,PTEN,3
hsa-miR-142-5p,RAC1,2
hsa-miR-142-5p,SIRT1,3
hsa-miR-142-5p,SMAD3,3
hsa-miR-142-5p,SOCS1,5
hsa-miR-142-5p,TGFBR2,4
hsa-miR-142-5p,TP53INP1,5
hsa-miR-142-5p,ZEB1,2
hsa-miR-143-3p,AKT1,3
hsa-miR-143-3p,BCL2,4
hsa-miR-143-3p,BRAF,3
hsa-miR-143-3p,CASP5,2
hsa-miR-143-3p,CD44,3
hsa-miR-143-3p,COL1A1,4
hsa-miR-143-3p,COL3A1,2
hsa-miR-143-3p,DDX6,3
hsa-miR-143-3p,DNMT3A,4
hsa-miR-143-3p,FNDC3B,4
hsa-miR-143-3p,FSCN1,3
hsa-miR-143-3p,GABARAPL1,3
hsa-miR-143-3p,HK2,3
hsa-miR-143-3p,HRAS,4
hsa-miR-143-3p,IGF1R,3
hsa-miR-143-3p,IL13RA1,2
hsa-miR-143-3p,JAG1,4
hsa-miR-143-3p,KLF5,3
hsa-miR-143-3p,KRAS,5
hsa-miR-143-3p,LIMK1,2
hsa-miR-143-3p,MACC1,3
hsa-miR-143-3p,MAPK1,2
hsa-miR-143-3p,MAPK7,5
hsa-miR-143-3p,MMP13,3
hsa-miR-143-3p,MYO6,4
hsa-miR-143-3p,NFATC1,3
hsa-miR-143-3p,NR2C2,3
hsa-miR-143-3p,PTGS2,3
hsa-miR-143-3p,RREB1,3
hsa-miR-143-3p,SDC1,3
hsa-miR-143-3p,SERPINE1,3
hsa-miR-143-3p,TNF,2
hsa-miR-143-5p,CNBP,2
hsa-miR-143-5p,COX2,3
hsa-miR-144-3p,CFTR,2
hsa-miR-144-3p,EZH2,4
hsa-miR-144-3p,FGA,2
hsa-miR-144-3p,FGB,2
hsa-miR-144-3p,FGG,2
hsa-miR-144-3p,MAP3K8,3
hsa-miR-144-3p,MET,5
hsa-miR-144-3p,MTOR,2
hsa-miR-144-3p,NOTCH1,4
hsa-miR-144-3p,PLAG1,2
hsa-miR-144-3p,PTEN,3
hsa-miR-144-3p,PTGS2,3
hsa-miR-144-3p,TGFB1,2
hsa-miR-144-3p,TTN,3
hsa-miR-144-3p,ZEB1,3
hsa-miR-144-3p,ZEB2,3
hsa-miR-144-3p,ZFX,5
hsa-miR-144-3p,ZNF480,2
hsa-miR-144-5p,KCNAB1,2
hsa-miR-145-3p,SMAD3,2
hsa-miR-145-3p,TRA2B,2
hsa-miR-145-5p,ABCC1,2
hsa-miR-145-5p,ABHD17C,2
hsa-miR-145-5p,ABRACL,2
hsa-miR-145-5p,ACTB,3
hsa-miR-145-5p,ADAM17,4
hsa-miR-145-5p,ADD3,3
hsa-miR-145-5p,AIM1,2
hsa-miR-145-5p,AKR1B10,2
hsa-miR-145-5p,ALDH3A1,2
hsa-miR-145-5p,ALPPL2,2
hsa-miR-145-5p,ANGPT2,2
hsa-miR-145-5p,AP1G1,2
hsa-miR-145-5p,APH1A,2
hsa-miR-145-5p,ARF6,4
hsa-miR-145-5p,ARL6IP5,2
hsa-miR-145-5p,BNIP3,5
hsa-miR-145-5p,BRAF,3
hsa-miR-145-5p,C11orf65,2
hsa-miR-145-5p,CBFB,4
hsa-miR-145-5p,CCDC43,2
hsa-miR-145-5p,CD44,3
hsa-miR-145-5p,CDH2,3
hsa-miR-145-5p,CDK4,3
hsa-miR-145-5p,CDK6,4
hsa-miR-145-5p,CDKN1A,5
hsa-miR-145-5p,CEP19,2
hsa-miR-145-5p,CFTR,2
hsa-miR-145-5p,CLINT1,4
hsa-miR-145-5p,COL5A1,3
hsa-miR-145-5p,CSRNP3,2
hsa-miR-145-5p,CTNND1,4
hsa-miR-145-5p,DDC,2
hsa-miR-145-5p,DDX17,3
hsa-miR-145-5p,DDX6,3
hsa-miR-145-5p,DFFA,4
hsa-miR-145-5p,DTD1,2
hsa-miR-145-5p,E2F3,4
hsa-miR-145-5p,EGFR,3
hsa-miR-145-5p,EIF4E,3
hsa-miR-145-5p,EPAS1,3
hsa-miR-145-5p,ETS1,3
hsa-miR-145-5p,F11R,3
hsa-miR-145-5p,FAM3C,2
hsa-miR-145-5p,FAM45A,2
hsa-miR-145-5p,FLI1,4
hsa-miR-145-5p,FSCN1,5
hsa-miR-145-5p,GMFB,2
hsa-miR-145-5p,GOLM1,2
hsa-miR-145-5p,HDAC11,3
hsa-miR-145-5p,HLTF,2
hsa-miR-145-5p,HMGA2,4
hsa-miR-145-5p,HOXA9,4
hsa-miR-145-5p,IFNB1,3
hsa-miR-145-5p,IGF1R,4
hsa-miR-145-5p,ILK,3
hsa-miR-145-5p,IRS1,4
hsa-miR-145-5p,ITGB8,4
hsa-miR-145-5p,JAG1,4
hsa-miR-145-5p,KIF21A,2
hsa-miR-145-5p,KLF4,4
hsa-miR-145-5p,KLF5,4
hsa-miR-145-5p,KREMEN1,2
hsa-miR-145-5p,KRT7,2
hsa-miR-145-5p,LYPLA2,2
hsa-miR-145-5p,MAP2K6,2
hsa-miR-145-5p,MEST,2
hsa-miR-145-5p,MIXL1,2
hsa-miR-145-5p,MMP1,2
hsa-miR-145-5p,MMP12,2
hsa-miR-145-5p,MMP14,2
hsa-miR-145-5p,MTMR14,2
hsa-miR-145-5p,MUC1,4
hsa-miR-145-5p,MYC,5
hsa-miR-145-5p,MYO6,4
hsa-miR-145-5p,NAIP,3
hsa-miR-145-5p,NDRG2,2
hsa-miR-145-5p,NDUFA4,2
hsa-miR-145-5p,NEDD9,3
hsa-miR-145-5p,NIPSNAP1,2
hsa-miR-145-5p,NRAS,3
hsa-miR-145-5p,NUDT1,3
hsa-miR-145-5p,PADI1,2
hsa-miR-145-5p,PAK4,3
hsa-miR-145-5p,PARP8,2
hsa-miR-145-5p,PHACTR2,2
hsa-miR-145-5p,PHF17,2
hsa-miR-145-5p,PIGF,2
hsa-miR-145-5p,PODXL,4
hsa-miR-145-5p,POU5F1,3
hsa-miR-145-5p,PPP3CA,4
hsa-miR-145-5p,PTP4A2,2
hsa-miR-145-5p,ROBO2,3
hsa-miR-145-5p,ROCK1,2
hsa-miR-145-5p,RREB1,3
hsa-miR-145-5p,RTKN,4
hsa-miR-145-5p,SAMD5,2
hsa-miR-145-5p,SENP1,3
hsa-miR-145-5p,SERINC5,2
hsa-miR-145-5p,SERPINE1,3
hsa-miR-145-5p,SMAD3,4
hsa-miR-145-5p,SNX24,2
hsa-miR-145-5p,SOX2,4
hsa-miR-145-5p,SOX9,4
hsa-miR-145-5p,SP1,3
hsa-miR-145-5p,SP7,3
hsa-miR-145-5p,SRGAP1,4
hsa-miR-145-5p,STAT1,5
hsa-miR-145-5p,SWAP70,4
hsa-miR-145-5p,TGFBR2,4
hsa-miR-145-5p,TIRAP,2
hsa-miR-145-5p,TMEM9B,2
hsa-miR-145-5p,TMOD3,5
hsa-miR-145-5p,TNFSF13,3
hsa-miR-145-5p,TPM3,3
hsa-miR-145-5p,TPRG1,2
hsa-miR-145-5p,TSPAN6,3
hsa-miR-145-5p,VEGFA,3
hsa-miR-145-5p,YES1,5
hsa-miR-1468-3p,ZNF701,2
hsa-miR-1468-5p,DERL2,2
hsa-miR-1469,MCL1,2
hsa-miR-146a-3p,ARL10,2
hsa-miR-146a-3p,PTTG1,3
hsa-miR-146a-5p,BCLAF1,3
hsa-miR-146a-5p,BRCA1,6
hsa-miR-146a-5p,BRCA2,2
hsa-miR-146a-5p,Card10,3
hsa-miR-146a-5p,CASP7,3
hsa-miR-146a-5p,CCDC6,2
hsa-miR-146a-5p,CCNA2,4
hsa-miR-146a-5p,CD40LG,4
hsa-miR-146a-5p,CDKN1A,2
hsa-miR-146a-5p,CDKN3,2
hsa-miR-146a-5p,CFH,2
hsa-miR-146a-5p,COPS8,3
hsa-miR-146a-5p,COX2,2
hsa-miR-146a-5p,CPM,2
hsa-miR-146a-5p,CXCL12,3
hsa-miR-146a-5p,CXCR4,5
hsa-miR-146a-5p,DUSP1,2
hsa-miR-146a-5p,EGFR,4
hsa-miR-146a-5p,ELAVL1,3
hsa-miR-146a-5p,ERBB4,3
hsa-miR-146a-5p,FADD,2
hsa-miR-146a-5p,FAF1,3
hsa-miR-146a-5p,FAS,3
hsa-miR-146a-5p,HOXD10,2
hsa-miR-146a-5p,ICAM1,2
hsa-miR-146a-5p,IL1RAP,2
hsa-miR-146a-5p,IL1RL2,2
hsa-miR-146a-5p,IL8,3
hsa-miR-146a-5p,IRAK1,5
hsa-miR-146a-5p,IRAK2,3
hsa-miR-146a-5p,KIF22,2
hsa-miR-146a-5p,LAMC2,2
hsa-miR-146a-5p,METTL7A,2
hsa-miR-146a-5p,MTA2,3
hsa-miR-146a-5p,MYO6,2
hsa-miR-146a-5p,NFKB1,5
hsa-miR-146a-5p,NUMB,3
hsa-miR-146a-5p,PA2G4,4
hsa-miR-146a-5p,PRKCE,3
hsa-miR-146a-5p,PTGS2,3
hsa-miR-146a-5p,RAC1,3
hsa-miR-146a-5p,ROCK1,4
hsa-miR-146a-5p,S100A12,2
hsa-miR-146a-5p,SERPINA4,2
hsa-miR-146a-5p,SIKE1,3
hsa-miR-146a-5p,SLPI,2
hsa-miR-146a-5p,SMAD2,2
hsa-miR-146a-5p,SMAD4,4
hsa-miR-146a-5p,SMN1,3
hsa-miR-146a-5p,SOS1,2
hsa-miR-146a-5p,SOX2,3
hsa-miR-146a-5p,STAT1,4
hsa-miR-146a-5p,TLR2,4
hsa-miR-146a-5p,TLR4,4
hsa-miR-146a-5p,TRAF6,7
hsa-miR-146a-5p,UHRF1,4
hsa-miR-146a-5p,ZNF117,2
hsa-miR-146b-3p,PDGFB,3
hsa-miR-146b-3p,TSC22D2,2
hsa-miR-146b-5p,Card10,3
hsa-miR-146b-5p,CCDC6,2
hsa-miR-146b-5p,CDKN1A,2
hsa-miR-146b-5p,HNRNPD,2
hsa-miR-146b-5p,IL1RAP,2
hsa-miR-146b-5p,IL1RL2,2
hsa-miR-146b-5p,IL6,3
hsa-miR-146b-5p,IRAK1,5
hsa-miR-146b-5p,KIT,3
hsa-miR-146b-5p,MMP16,4
hsa-miR-146b-5p,MYO6,2
hsa-miR-146b-5p,NFKB1,2
hsa-miR-146b-5p,PDGFRA,3
hsa-miR-146b-5p,S100A12,2
hsa-miR-146b-5p,Scube2,3
hsa-miR-146b-5p,SERPINA4,2
hsa-miR-146b-5p,TLR4,2
hsa-miR-146b-5p,TRAF6,5
hsa-miR-146b-5p,UHRF1,3
hsa-miR-146b-5p,ZNF117,2
hsa-miR-1470,JUN,3
hsa-miR-1470,MAGEB10,2
hsa-miR-1471,LACTB,2
hsa-miR-147a,CYP2S1,2
hsa-miR-147a,IFITM1,2
hsa-miR-147a,MCM3,4
hsa-miR-147a,NDUFA4,4
hsa-miR-147a,PSMA3,4
hsa-miR-147a,VEGFA,2
hsa-miR-147b,ALDH5A1,4
hsa-miR-147b,COL4A2,4
hsa-miR-147b,IER5,4
hsa-miR-147b,MCM3,4
hsa-miR-147b,NDUFA4,5
hsa-miR-147b,SDHD,5
hsa-miR-147b,VGLL4,2
hsa-miR-148a-3p,ACVR1,2
hsa-miR-148a-3p,BCL2L11,2
hsa-miR-148a-3p,CCKBR,4
hsa-miR-148a-3p,CDC25B,3
hsa-miR-148a-3p,CDK19,2
hsa-miR-148a-3p,CDKN1B,3
hsa-miR-148a-3p,DNMT1,4
hsa-miR-148a-3p,DNMT3B,5
hsa-miR-148a-3p,ERRFI1,2
hsa-miR-148a-3p,HLA-G,2
hsa-miR-148a-3p,IRS1,2
hsa-miR-148a-3p,ITGA5,3
hsa-miR-148a-3p,ITGB8,4
hsa-miR-148a-3p,MAP3K4,4
hsa-miR-148a-3p,MAP3K9,4
hsa-miR-148a-3p,MET,3
hsa-miR-148a-3p,MMP7,4
hsa-miR-148a-3p,MYC,2
hsa-miR-148a-3p,NR1I2,3
hsa-miR-148a-3p,PBXIP1,2
hsa-miR-148a-3p,PDIA3,3
hsa-miR-148a-3p,ROCK1,3
hsa-miR-148a-3p,RPS6KA5,4
hsa-miR-148a-3p,RUNX3,2
hsa-miR-148a-3p,S1PR1,3
hsa-miR-148a-3p,SERPINE1,3
hsa-miR-148a-3p,SMAD2,3
hsa-miR-148a-3p,STAT3,3
hsa-miR-148a-3p,TGIF2,3
hsa-miR-148a-3p,USP4,3
hsa-miR-148a-3p,VAV2,3
hsa-miR-148a-3p,WNT1,3
hsa-miR-148a-3p,WNT10B,4
hsa-miR-148a-5p,CDKN1B,2
hsa-miR-148a-5p,CENPF,2
hsa-miR-148a-5p,SLC30A7,2
hsa-miR-148b-3p,ACVR1,2
hsa-miR-148b-3p,ALCAM,3
hsa-miR-148b-3p,ARL8B,2
hsa-miR-148b-3p,BTBD3,2
hsa-miR-148b-3p,CCKBR,3
hsa-miR-148b-3p,CDK19,2
hsa-miR-148b-3p,CSF1,2
hsa-miR-148b-3p,GADD45A,2
hsa-miR-148b-3p,HLA-A,2
hsa-miR-148b-3p,HLA-G,2
hsa-miR-148b-3p,HOTAIR,2
hsa-miR-148b-3p,HSP90AA1,4
hsa-miR-148b-3p,ITGA5,2
hsa-miR-148b-3p,KIF2C,2
hsa-miR-148b-3p,MAP3K9,4
hsa-miR-148b-3p,MLH1,2
hsa-miR-148b-3p,NRAS,2
hsa-miR-148b-3p,PIK3CA,2
hsa-miR-148b-3p,PRKAB1,3
hsa-miR-148b-3p,RNF219,2
hsa-miR-148b-3p,ROCK1,2
hsa-miR-148b-3p,SLC12A7,2
hsa-miR-148b-3p,TXNIP,2
hsa-miR-148b-3p,VPS37A,2
hsa-miR-148b-3p,YPEL1,2
hsa-miR-148b-3p,ZDHHC17,2
hsa-miR-148b-5p,MCL1,3
hsa-miR-148b-5p,NPTX2,2
hsa-miR-149-3p,AKT1,4
hsa-miR-149-3p,BEST3,2
hsa-miR-149-3p,E2F1,4
hsa-miR-149-3p,FGFR1,3
hsa-miR-149-3p,GPC1,3
hsa-miR-149-3p,MYBL2,3
hsa-miR-149-5p,BBC3,3
hsa-miR-149-5p,FGFR1,3
hsa-miR-149-5p,FOXM1,2
hsa-miR-149-5p,GIT1,4
hsa-miR-149-5p,GPC1,3
hsa-miR-149-5p,IL6,3
hsa-miR-149-5p,MARCKSL1,2
hsa-miR-149-5p,MTHFR,3
hsa-miR-149-5p,MYD88,2
hsa-miR-149-5p,PTGER2,3
hsa-miR-149-5p,ZBTB2,3
hsa-miR-150-3p,IGF1R,3
hsa-miR-150-3p,MYB,4
hsa-miR-150-3p,SFXN1,2
hsa-miR-150-5p,ADIPOR2,2
hsa-miR-150-5p,AIFM2,3
hsa-miR-150-5p,BIRC5,3
hsa-miR-150-5p,C16orf63,2
hsa-miR-150-5p,CAST,2
hsa-miR-150-5p,CBL,3
hsa-miR-150-5p,CCR6,3
hsa-miR-150-5p,CISH,2
hsa-miR-150-5p,CNST,2
hsa-miR-150-5p,CREB1,3
hsa-miR-150-5p,EGR2,5
hsa-miR-150-5p,EP300,3
hsa-miR-150-5p,EREG,3
hsa-miR-150-5p,MUC4,3
hsa-miR-150-5p,MYB,5
hsa-miR-150-5p,P2RX7,5
hsa-miR-150-5p,PDIA6,2
hsa-miR-150-5p,SP1,3
hsa-miR-150-5p,SRCIN1,4
hsa-miR-150-5p,SSSCA1,3
hsa-miR-150-5p,STAT5B,3
hsa-miR-150-5p,SYNPO2,2
hsa-miR-150-5p,TOM1,2
hsa-miR-150-5p,TP53,3
hsa-miR-150-5p,TRPS1,2
hsa-miR-150-5p,VEGFA,2
hsa-miR-150-5p,WDR77,2
hsa-miR-150-5p,ZEB1,4
hsa-miR-151a-3p,CYP4V2,2
hsa-miR-151a-3p,TWIST1,3
hsa-miR-151a-5p,ARHGDIA,5
hsa-miR-151a-5p,CASZ1,3
hsa-miR-151a-5p,IL1RAPL1,3
hsa-miR-151a-5p,LGALS3BP,2
hsa-miR-151a-5p,MPL,2
hsa-miR-151a-5p,N4BP1,3
hsa-miR-151b,LGALS3BP,2
hsa-miR-152-3p,ADAM17,3
hsa-miR-152-3p,B4GALT5,2
hsa-miR-152-3p,C18orf25,2
hsa-miR-152-3p,CCKBR,2
hsa-miR-152-3p,CCND1,4
hsa-miR-152-3p,CD151,3
hsa-miR-152-3p,CDK19,2
hsa-miR-152-3p,CLOCK,2
hsa-miR-152-3p,CSF1,2
hsa-miR-152-3p,DNMT1,5
hsa-miR-152-3p,EMP1,2
hsa-miR-152-3p,FGF2,2
hsa-miR-152-3p,FGFR3,4
hsa-miR-152-3p,HLA-G,3
hsa-miR-152-3p,IGF1R,2
hsa-miR-152-3p,IRS1,2
hsa-miR-152-3p,ITGA5,3
hsa-miR-152-3p,KIAA0232,2
hsa-miR-152-3p,KLF4,3
hsa-miR-152-3p,KRAS,2
hsa-miR-152-3p,MAFB,4
hsa-miR-152-3p,MOSPD1,2
hsa-miR-152-3p,MXD1,2
hsa-miR-152-3p,PHACTR2,3
hsa-miR-152-3p,RMND5A,2
hsa-miR-152-3p,STRADB,2
hsa-miR-152-3p,TACC3,4
hsa-miR-152-3p,WNT1,3
hsa-miR-152-3p,XIST,3
hsa-miR-152-5p,HLA-G,2
hsa-miR-152-5p,KCNJ10,2
hsa-miR-153-3p,BCL2,3
hsa-miR-153-3p,FOXO1,3
hsa-miR-153-3p,HMGB1,2
hsa-miR-153-3p,KIAA1191,2
hsa-miR-153-3p,MCL1,3
hsa-miR-153-3p,PTEN,3
hsa-miR-153-3p,SNAI1,3
hsa-miR-153-3p,SNCA,4
hsa-miR-153-3p,ZEB2,3
hsa-miR-153-5p,Hif1a,3
hsa-miR-153-5p,PAPOLA,2
hsa-miR-1537-3p,SLC11A2,2
hsa-miR-1537-5p,ABL1,2
hsa-miR-1538,LETMD1,2
hsa-miR-1539,IFNK,2
hsa-miR-154-3p,SYPL1,2
hsa-miR-154-5p,HMGA2,3
hsa-miR-154-5p,SLC25A28,2
hsa-miR-154-5p,TLR2,3
hsa-miR-155-3p,IRAK3,4
hsa-miR-155-3p,PTEN,2
hsa-miR-155-3p,ZDHHC6,2
hsa-miR-155-5p,ACOX1,2
hsa-miR-155-5p,ACTR2,2
hsa-miR-155-5p,AGO4,2
hsa-miR-155-5p,AGTR1,4
hsa-miR-155-5p,AMIGO2,2
hsa-miR-155-5p,ANAPC16,2
hsa-miR-155-5p,ANKFY1,2
hsa-miR-155-5p,ANXA2,5
hsa-miR-155-5p,APAF1,2
hsa-miR-155-5p,APC,4
hsa-miR-155-5p,ARFIP1,3
hsa-miR-155-5p,ARFIP2,2
hsa-miR-155-5p,ARID2,3
hsa-miR-155-5p,ARL10,2
hsa-miR-155-5p,ARL15,2
hsa-miR-155-5p,ARL5B,3
hsa-miR-155-5p,ARL6IP5,3
hsa-miR-155-5p,ARMC2,2
hsa-miR-155-5p,Arntl,3
hsa-miR-155-5p,ARPC3,3
hsa-miR-155-5p,ATG3,2
hsa-miR-155-5p,ATP6V1C1,2
hsa-miR-155-5p,BACH1,6
hsa-miR-155-5p,BAG5,2
hsa-miR-155-5p,BCAT1,2
hsa-miR-155-5p,BET1,2
hsa-miR-155-5p,BRPF3,3
hsa-miR-155-5p,C16orf62,2
hsa-miR-155-5p,C17orf80,2
hsa-miR-155-5p,C3orf18,3
hsa-miR-155-5p,C3orf58,2
hsa-miR-155-5p,CAB39,5
hsa-miR-155-5p,CALU,2
hsa-miR-155-5p,CAMTA1,2
hsa-miR-155-5p,CARD11,3
hsa-miR-155-5p,CARHSP1,2
hsa-miR-155-5p,CBFB,2
hsa-miR-155-5p,CBR4,2
hsa-miR-155-5p,CCDC41,2
hsa-miR-155-5p,CCDC82,3
hsa-miR-155-5p,CCND1,3
hsa-miR-155-5p,CCT2,2
hsa-miR-155-5p,CDC40,2
hsa-miR-155-5p,CDK5RAP3,2
hsa-miR-155-5p,Cebpb,4
hsa-miR-155-5p,Cebpb,7
hsa-miR-155-5p,CEP41,2
hsa-miR-155-5p,CHAF1A,2
hsa-miR-155-5p,CHD9,3
hsa-miR-155-5p,CIAPIN1,3
hsa-miR-155-5p,CKAP5,4
hsa-miR-155-5p,CLDN1,6
hsa-miR-155-5p,CLUAP1,3
hsa-miR-155-5p,COLGALT1,2
hsa-miR-155-5p,CREBRF,2
hsa-miR-155-5p,Csf1r,3
hsa-miR-155-5p,Csf1r,4
hsa-miR-155-5p,CSNK1A1,3
hsa-miR-155-5p,CTLA4,2
hsa-miR-155-5p,CTNNB1,2
hsa-miR-155-5p,CUL4B,2
hsa-miR-155-5p,CUX1,3
hsa-miR-155-5p,CYP2U1,2
hsa-miR-155-5p,CYP51A1,2
hsa-miR-155-5p,CYR61,5
hsa-miR-155-5p,DCAF7,2
hsa-miR-155-5p,DCUN1D2,2
hsa-miR-155-5p,DET1,2
hsa-miR-155-5p,DHX40,3
hsa-miR-155-5p,DNAJB1,3
hsa-miR-155-5p,DNAJC19,2
hsa-miR-155-5p,DOCK1,4
hsa-miR-155-5p,DOCK4,2
hsa-miR-155-5p,DPP7,2
hsa-miR-155-5p,DSG2,2
hsa-miR-155-5p,E2F2,6
hsa-miR-155-5p,EDEM3,2
hsa-miR-155-5p,EDN1,2
hsa-miR-155-5p,EHD1,2
hsa-miR-155-5p,ERMP1,2
hsa-miR-155-5p,ETNK2,2
hsa-miR-155-5p,ETS1,5
hsa-miR-155-5p,EXOSC2,2
hsa-miR-155-5p,FADD,5
hsa-miR-155-5p,FADS1,2
hsa-miR-155-5p,FAM135A,2
hsa-miR-155-5p,FAM177A1,2
hsa-miR-155-5p,FAM199X,3
hsa-miR-155-5p,FAM91A1,2
hsa-miR-155-5p,FAR1,3
hsa-miR-155-5p,FGF7,3
hsa-miR-155-5p,FLI1,2
hsa-miR-155-5p,FMNL2,2
hsa-miR-155-5p,FOXO3,5
hsa-miR-155-5p,GABARAPL1,2
hsa-miR-155-5p,GATM,2
hsa-miR-155-5p,GCFC2,2
hsa-miR-155-5p,GCSAM,2
hsa-miR-155-5p,GHITM,2
hsa-miR-155-5p,GNA13,2
hsa-miR-155-5p,GNAS,2
hsa-miR-155-5p,GOLT1B,2
hsa-miR-155-5p,HAL,2
hsa-miR-155-5p,HBP1,4
hsa-miR-155-5p,HERC4,2
hsa-miR-155-5p,Hif1a,2
hsa-miR-155-5p,Hif1a,3
hsa-miR-155-5p,HIVEP2,4
hsa-miR-155-5p,HNRNPA3P1,2
hsa-miR-155-5p,HSD17B12,2
hsa-miR-155-5p,HSDL1,3
hsa-miR-155-5p,ICAM1,2
hsa-miR-155-5p,IFNGR1,2
hsa-miR-155-5p,IGJ,3
hsa-miR-155-5p,IKBIP,2
